graph_index,group,generation_method,n_routes,generated_n_routes,min_route_len,max_route_len,target_route_len,weight_combo_index,demand_time_weight,route_time_weight,median_connectivity_weight,run_name,cost,ATT,RTT,unserved_demand,n_nodes,covered_nodes,route_length_min,route_length_mean,route_length_max
750,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0750,2.180433988571167,36.25801467895508,1162.88720703125,19.714080810546875,50,45,12,12.0,12
751,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0751,2.8072147369384766,30.8630428314209,973.0619506835938,16.439542770385742,50,46,12,12.0,12
752,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0752,1.4854645729064941,39.43720626831055,1232.47802734375,16.803464889526367,50,46,12,12.0,12
753,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0753,1.6937587261199951,38.727317810058594,1255.083740234375,11.829378128051758,50,47,12,12.0,12
754,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0754,2.751481056213379,36.08696746826172,1267.5794677734375,16.165456771850586,50,46,12,12.0,12
755,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0755,1.140947699546814,31.149585723876953,1118.362060546875,9.192700386047363,50,48,12,12.0,12
756,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0756,1.6078553199768066,25.319942474365234,847.6884765625,11.821622848510742,50,48,12,12.0,12
757,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0757,2.4370884895324707,42.771236419677734,1076.1304931640625,21.892677307128906,50,46,12,12.0,12
758,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0758,2.499392032623291,34.44922637939453,1101.0802001953125,36.593833923339844,50,40,12,12.0,12
759,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0759,3.185016393661499,27.066293716430664,1123.8660888671875,35.6230354309082,50,41,12,12.0,12
760,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0760,3.4820497035980225,24.284257888793945,772.5306396484375,23.083036422729492,50,45,12,12.0,12
761,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0761,1.8516840934753418,28.078874588012695,1168.1328125,23.977632522583008,50,44,12,12.0,12
762,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0762,2.512744903564453,32.42378616333008,1044.7554931640625,23.756093978881836,50,44,12,12.0,12
763,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0763,2.0333003997802734,26.721498489379883,867.4508666992188,4.233372688293457,50,50,12,12.0,12
764,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0764,0.9404235482215881,25.15594482421875,833.5216064453125,6.474584579467773,50,49,12,12.0,12
765,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0765,2.1958656311035156,48.94685363769531,1339.6651611328125,19.632551193237305,50,45,12,12.0,12
766,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0766,2.9611310958862305,26.299320220947266,728.9265747070312,16.97962188720703,50,46,12,12.0,12
767,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0767,2.38238525390625,39.25459289550781,1515.7203369140625,35.12786102294922,50,41,12,12.0,12
768,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0768,3.361687660217285,23.54370880126953,827.2073974609375,36.620975494384766,50,40,12,12.0,12
769,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0769,3.758978843688965,35.01910400390625,1061.85693359375,33.90705490112305,50,41,12,12.0,12
770,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0770,0.21521300077438354,23.242034912109375,796.9660034179688,2.502438545227051,50,50,12,12.0,12
771,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0771,4.172486305236816,46.74233627319336,1204.821533203125,48.60581970214844,50,36,12,12.0,12
772,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0772,3.2783315181732178,38.18209457397461,1166.981201171875,31.19560432434082,50,42,12,12.0,12
773,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0773,0.9784325957298279,32.44841003417969,1114.0997314453125,13.117417335510254,50,49,12,12.0,12
774,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0774,1.3250517845153809,38.84755325317383,1485.034912109375,12.189088821411133,50,49,12,12.0,12
775,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0775,3.7576706409454346,33.97612762451172,1443.2943115234375,20.5985107421875,50,45,12,12.0,12
776,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0776,2.929901361465454,35.77412414550781,1112.6002197265625,53.051025390625,50,37,12,12.0,12
777,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0777,3.9391839504241943,30.798831939697266,1231.51220703125,46.31514358520508,50,37,12,12.0,12
778,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0778,2.069720506668091,27.660789489746094,881.4735717773438,2.622438430786133,50,50,12,12.0,12
779,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0779,1.453668236732483,38.238609313964844,1249.7352294921875,16.760868072509766,50,46,12,12.0,12
780,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0780,1.7503570318222046,45.366031646728516,1198.2615966796875,23.986371994018555,50,47,12,12.0,12
781,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0781,2.8847758769989014,34.09089279174805,1146.680419921875,15.670511245727539,50,46,12,12.0,12
782,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0782,1.1195448637008667,30.383325576782227,1125.0262451171875,11.68328857421875,50,48,12,12.0,12
783,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0783,2.568767786026001,23.79034423828125,745.0299072265625,22.499094009399414,50,44,12,12.0,12
784,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0784,3.359658718109131,32.303367614746094,1151.109619140625,21.836620330810547,50,45,12,12.0,12
785,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0785,1.6514627933502197,29.874570846557617,1140.7452392578125,21.770214080810547,50,45,12,12.0,12
786,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0786,3.6245357990264893,26.870849609375,1060.22021484375,39.73155212402344,50,39,12,12.0,12
787,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0787,2.774656295776367,22.653329849243164,675.0791015625,12.241907119750977,50,47,12,12.0,12
788,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0788,2.1883387565612793,29.89993667602539,1123.5257568359375,30.00025749206543,50,42,12,12.0,12
789,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0789,3.892700433731079,38.3747673034668,1290.9324951171875,45.36885452270508,50,37,12,12.0,12
790,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0790,3.375274419784546,44.60498046875,1216.789306640625,35.3231086730957,50,41,12,12.0,12
791,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0791,1.1217137575149536,35.87709426879883,1446.948974609375,13.380098342895508,50,48,12,12.0,12
792,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0792,2.3374128341674805,26.073705673217773,880.6445922851562,21.30109977722168,50,45,12,12.0,12
793,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0793,3.006648540496826,28.962533950805664,1059.03564453125,16.230606079101562,50,47,12,12.0,12
794,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0794,1.8156543970108032,40.64098358154297,1021.1277465820312,24.04480743408203,50,44,12,12.0,12
795,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0795,1.5608723163604736,36.127689361572266,1479.265625,9.890142440795898,50,48,12,12.0,12
796,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0796,4.046135902404785,35.50658416748047,1488.207763671875,25.57899284362793,50,43,12,12.0,12
797,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0797,2.5066606998443604,27.471731185913086,997.6805419921875,35.409461975097656,50,40,12,12.0,12
798,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0798,1.8503247499465942,27.977895736694336,1119.9085693359375,12.979660987854004,50,47,12,12.0,12
799,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0799,3.7157180309295654,36.62429428100586,1562.3775634765625,23.28843116760254,50,45,12,12.0,12
800,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0800,1.6730682849884033,25.060089111328125,857.7041015625,20.061193466186523,50,45,12,12.0,12
801,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0801,2.9465720653533936,30.0411434173584,1227.2994384765625,33.78852462768555,50,42,12,12.0,12
802,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0802,2.9393670558929443,41.849178314208984,1309.904541015625,23.68258285522461,50,44,12,12.0,12
803,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0803,2.3539769649505615,34.56314468383789,1551.35107421875,33.03376007080078,50,41,12,12.0,12
804,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0804,2.5490002632141113,33.60476303100586,1437.482421875,25.75868034362793,50,44,12,12.0,12
805,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0805,3.8057665824890137,34.56818771362305,1197.8040771484375,29.51740264892578,50,42,12,12.0,12
806,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0806,3.00702166557312,29.077539443969727,1144.974853515625,45.00654602050781,50,37,12,12.0,12
807,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0807,1.4216669797897339,26.040266036987305,779.6112060546875,5.48835563659668,50,49,12,12.0,12
808,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0808,2.693582057952881,41.74000930786133,1242.912353515625,19.08054542541504,50,46,12,12.0,12
809,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0809,2.495659589767456,45.42992401123047,1160.5987548828125,39.57086181640625,50,40,12,12.0,12
810,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0810,2.076139450073242,23.381805419921875,827.6315307617188,16.1614933013916,50,46,12,12.0,12
811,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0811,3.422069549560547,30.022579193115234,1122.4908447265625,22.780345916748047,50,45,12,12.0,12
812,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0812,2.3449532985687256,33.158687591552734,1068.228759765625,33.864173889160156,50,41,12,12.0,12
813,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0813,2.5026888847351074,22.945369720458984,749.2619018554688,26.47653579711914,50,44,12,12.0,12
814,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0814,3.7416677474975586,29.03591537475586,1017.4397583007812,31.012189865112305,50,42,12,12.0,12
815,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0815,1.6697132587432861,38.032142639160156,1500.3055419921875,21.826366424560547,50,45,12,12.0,12
816,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0816,1.9804556369781494,35.6918830871582,1483.1875,17.567127227783203,50,46,12,12.0,12
817,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0817,4.467529296875,26.640439987182617,1273.5140380859375,32.55244064331055,50,41,12,12.0,12
818,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0818,1.8497192859649658,33.890438079833984,1197.3189697265625,24.70723533630371,50,44,12,12.0,12
819,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0819,2.4790196418762207,36.1029052734375,1253.2510986328125,23.370609283447266,50,44,12,12.0,12
820,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0820,3.4927151203155518,35.87626266479492,1411.7532958984375,12.67572021484375,50,48,12,12.0,12
821,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0821,0.22804106771945953,27.675241470336914,842.3321533203125,3.7487685680389404,50,50,12,12.0,12
822,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0822,2.916181802749634,39.93431091308594,1193.1558837890625,31.400043487548828,50,42,12,12.0,12
823,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0823,3.1455397605895996,24.642467498779297,753.4159545898438,16.271617889404297,50,46,12,12.0,12
824,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0824,1.6456174850463867,34.47114181518555,1192.9947509765625,20.886075973510742,50,45,12,12.0,12
825,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0825,1.6913046836853027,39.07588195800781,1284.005615234375,13.879837036132812,50,47,12,12.0,12
826,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0826,3.718862771987915,25.03837013244629,844.9842529296875,28.133392333984375,50,43,12,12.0,12
827,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0827,1.294938564300537,22.74749755859375,721.9442138671875,13.912359237670898,50,47,12,12.0,12
828,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0828,2.2848923206329346,22.963499069213867,797.6029663085938,19.849821090698242,50,45,12,12.0,12
829,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0829,3.742405891418457,27.56918716430664,1090.660888671875,23.562973022460938,50,44,12,12.0,12
830,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0830,1.5055792331695557,34.1680793762207,1512.7821044921875,18.418853759765625,50,46,12,12.0,12
831,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0831,1.6264082193374634,35.255615234375,1124.1641845703125,9.833405494689941,50,48,12,12.0,12
832,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0832,3.312887191772461,32.962459564208984,1375.1417236328125,20.551116943359375,50,45,12,12.0,12
833,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0833,1.9763002395629883,39.32304382324219,1159.9710693359375,27.561176300048828,50,43,12,12.0,12
834,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0834,1.891085147857666,42.1630744934082,1590.301513671875,19.99324607849121,50,47,12,12.0,12
835,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0835,3.2959132194519043,26.947040557861328,782.1064453125,21.510663986206055,50,46,12,12.0,12
836,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0836,2.0558948516845703,27.113269805908203,871.9070434570312,25.68463706970215,50,43,12,12.0,12
837,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0837,2.5498337745666504,30.212757110595703,1154.6895751953125,24.5198974609375,50,44,12,12.0,12
838,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0838,3.3602962493896484,30.935640335083008,1084.133544921875,18.70932960510254,50,45,12,12.0,12
839,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0839,1.6720014810562134,37.180538177490234,1542.6065673828125,20.756622314453125,50,45,12,12.0,12
840,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0840,3.206407308578491,23.278284072875977,742.7781982421875,33.69125747680664,50,41,12,12.0,12
841,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0841,3.3925507068634033,35.6231689453125,1199.318603515625,26.582332611083984,50,43,12,12.0,12
842,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0842,1.285352349281311,35.95883560180664,1174.399658203125,16.336593627929688,50,47,12,12.0,12
843,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0843,2.5445117950439453,35.285865783691406,1510.5228271484375,27.21559715270996,50,44,12,12.0,12
844,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0844,2.5561490058898926,37.17716598510742,1130.6927490234375,17.178783416748047,50,47,12,12.0,12
845,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0845,1.496998906135559,25.66826820373535,900.1964111328125,19.31490707397461,50,46,12,12.0,12
846,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0846,0.5726925730705261,40.940799713134766,1241.8883056640625,2.403968095779419,50,50,12,12.0,12
847,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0847,4.629551887512207,34.04969787597656,1474.615478515625,38.85063934326172,50,40,12,12.0,12
848,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0848,1.6236112117767334,30.536712646484375,1059.0616455078125,20.459810256958008,50,45,12,12.0,12
849,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0849,1.8970048427581787,27.33310890197754,894.680908203125,16.43173599243164,50,47,12,12.0,12
850,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0850,3.0809414386749268,25.081666946411133,882.0701904296875,7.995242595672607,50,48,12,12.0,12
851,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0851,1.1582673788070679,27.542621612548828,904.2525634765625,8.824333190917969,50,48,12,12.0,12
852,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0852,1.6617714166641235,28.92569923400879,811.0934448242188,8.99314022064209,50,48,12,12.0,12
853,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0853,3.6454787254333496,38.95425033569336,1533.8992919921875,25.156173706054688,50,45,12,12.0,12
854,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0854,1.8706108331680298,33.57712173461914,1182.568115234375,24.76839828491211,50,44,12,12.0,12
855,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0855,2.9234042167663574,34.88115692138672,1411.212158203125,31.55057716369629,50,42,12,12.0,12
856,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0856,3.6643261909484863,30.09436798095703,1183.7430419921875,20.17188262939453,50,47,12,12.0,12
857,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0857,2.636414051055908,34.36296844482422,1270.338623046875,40.4615478515625,50,39,12,12.0,12
858,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0858,2.408212184906006,29.153709411621094,917.7859497070312,20.816701889038086,50,45,12,12.0,12
859,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0859,4.096158027648926,36.28838348388672,1559.58544921875,24.251747131347656,50,44,12,12.0,12
860,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0860,1.6831918954849243,27.162694931030273,1042.5765380859375,20.952537536621094,50,45,12,12.0,12
861,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0861,2.062446117401123,31.85679054260254,961.7967529296875,18.245506286621094,50,46,12,12.0,12
862,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0862,4.251377105712891,36.177001953125,1526.1087646484375,25.64132308959961,50,43,12,12.0,12
863,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0863,2.0732061862945557,25.273052215576172,852.0977783203125,26.831850051879883,50,43,12,12.0,12
864,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0864,2.3456056118011475,45.226707458496094,1434.315673828125,28.695831298828125,50,45,12,12.0,12
865,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0865,3.1460354328155518,36.497928619384766,1429.4891357421875,12.310639381408691,50,49,12,12.0,12
866,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0866,1.6365723609924316,42.24801254272461,1232.6015625,22.986560821533203,50,45,12,12.0,12
867,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0867,1.9981600046157837,39.87647247314453,1242.3140869140625,16.16083335876465,50,46,12,12.0,12
868,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0868,2.9791510105133057,24.51230812072754,819.9945068359375,9.31264591217041,50,48,12,12.0,12
869,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0869,2.9529078006744385,28.206623077392578,1101.8399658203125,46.295677185058594,50,37,12,12.0,12
870,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0870,2.7334678173065186,33.5424690246582,1113.7369384765625,27.176513671875,50,43,12,12.0,12
871,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0871,3.8715507984161377,36.76161575317383,1059.4681396484375,27.441862106323242,50,45,12,12.0,12
872,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0872,1.100374460220337,31.53772735595703,1155.87939453125,12.29335880279541,50,48,12,12.0,12
873,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0873,2.92989182472229,34.536643981933594,1232.779052734375,30.906024932861328,50,42,12,12.0,12
874,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0874,3.078639507293701,41.940670013427734,1499.676513671875,13.794546127319336,50,48,12,12.0,12
875,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0875,1.179579496383667,33.61344909667969,1121.466064453125,12.851333618164062,50,48,12,12.0,12
876,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0876,2.0850911140441895,28.931514739990234,1149.2464599609375,19.69681739807129,50,46,12,12.0,12
877,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0877,4.150465488433838,32.827022552490234,1151.510498046875,46.236019134521484,50,37,12,12.0,12
878,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0878,1.4881818294525146,32.48645782470703,1080.2418212890625,18.429780960083008,50,46,12,12.0,12
879,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0879,2.3068273067474365,34.69792175292969,1414.5870361328125,22.045223236083984,50,45,12,12.0,12
880,0,nx_max_length_path_heuristic,10,10,2,12,12,1,0.0,1.0,0.0,lc_nx_heuristic_graph_0880,2.95851993560791,23.894773483276367,827.648193359375,12.236794471740723,50,48,12,12.0,12
881,0,nx_max_length_path_heuristic,10,10,2,12,12,2,0.0,0.0,1.0,lc_nx_heuristic_graph_0881,1.1023210287094116,23.893327713012695,830.0043334960938,8.779495239257812,50,48,12,12.0,12
882,0,nx_max_length_path_heuristic,10,10,2,12,12,0,1.0,0.0,0.0,lc_nx_heuristic_graph_0882,1.3537569046020508,40.629676818847656,1594.525390625,11.117288589477539,50,49,12,12.0,12
